picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
sensorTask started...
ICM-42670P initialized successfully!
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,tmp
-0.874,-0.346,0.392,0.764,-8.273,-0.465,31.046
-0.871,-0.346,0.389,1.527,-10.392,-1.532,31.039
-0.866,-0.348,0.387,2.348,-12.691,-2.710,31.033
-0.858,-0.349,0.387,3.043,-14.686,-3.425,31.029
-0.849,-0.348,0.390,3.141,-15.633,-3.275,31.029
-0.843,-0.349,0.394,2.455,-15.064,-2.296,31.041
-0.844,-0.347,0.396,1.570,-13.352,-0.791,31.049
-0.851,-0.350,0.400,1.384,-10.567,0.937,31.048
-0.863,-0.354,0.402,1.652,-7.799,1.879,31.050
-0.875,-0.354,0.403,1.510,-6.372,1.424,31.047
-0.880,-0.355,0.404,1.598,-6.291,0.106,31.061
-0.882,-0.357,0.404,1.947,-7.195,-1.168,31.049
-0.877,-0.360,0.410,2.296,-9.259,-2.159,31.049
-0.872,-0.362,0.414,2.455,-11.177,-3.085,31.044
-0.872,-0.363,0.418,2.498,-14.219,-4.317,31.049
-0.867,-0.362,0.423,2.362,-17.023,-5.608,31.052
-0.864,-0.363,0.427,2.145,-19.794,-6.992,31.037
-0.855,-0.362,0.435,1.674,-21.540,-8.363,31.042
-0.848,-0.363,0.443,1.175,-21.140,-9.512,31.041
-0.845,-0.364,0.451,0.893,-19.214,-10.211,31.070
-0.848,-0.363,0.455,0.952,-17.532,-10.227,31.074
-0.850,-0.360,0.458,0.546,-16.466,-9.384,31.069
-0.844,-0.361,0.466,-0.384,-14.441,-8.206,31.073
-0.838,-0.361,0.471,-1.750,-10.724,-6.872,31.047
-0.836,-0.362,0.471,-3.137,-6.913,-5.433,31.061
-0.835,-0.363,0.469,-4.486,-3.662,-4.422,31.065
-0.836,-0.364,0.469,-5.307,-1.506,-4.103,31.068
-0.833,-0.364,0.467,-5.553,-0.366,-4.649,31.061
-0.827,-0.362,0.465,-5.783,1.176,-5.243,31.071
-0.827,-0.362,0.460,-6.181,2.336,-5.436,31.071
-0.827,-0.365,0.459,-5.781,1.431,-5.398,31.069
-0.827,-0.366,0.462,-4.374,0.173,-5.460,31.063
-0.825,-0.365,0.464,-3.513,-0.397,-5.492,31.065
-0.820,-0.365,0.462,-3.127,-0.557,-5.012,31.059
-0.815,-0.365,0.459,-3.029,-0.998,-4.290,31.062
-0.807,-0.364,0.459,-3.275,-0.333,-3.095,31.075
-0.806,-0.365,0.456,-3.346,1.132,-1.527,31.072
-0.808,-0.366,0.454,-3.055,2.342,-0.275,31.072
-0.808,-0.365,0.451,-2.784,3.855,0.683,31.077
-0.815,-0.366,0.441,-2.584,4.609,1.264,31.081
-0.821,-0.367,0.437,-2.091,3.568,1.059,31.086
-0.821,-0.367,0.435,-1.705,2.786,0.523,31.092
-0.821,-0.365,0.428,-1.542,1.525,-0.100,31.087
-0.817,-0.365,0.422,-1.558,-0.082,-0.621,31.087
-0.813,-0.364,0.420,-1.519,-1.592,-0.954,31.073
-0.810,-0.366,0.420,-1.357,-2.075,-0.887,31.090
-0.809,-0.366,0.420,-1.094,-1.805,-0.597,31.087
-0.811,-0.366,0.419,-1.050,-1.609,-0.211,31.094
-0.812,-0.368,0.423,-0.841,-0.902,0.433,31.086
-0.815,-0.369,0.427,-0.485,0.515,1.031,31.086
-0.823,-0.369,0.429,-0.356,1.165,1.415,31.094
-0.829,-0.369,0.431,0.240,0.446,1.378,31.084
-0.832,-0.370,0.433,0.825,0.361,1.232,31.094
-0.836,-0.368,0.433,1.306,0.248,1.031,31.106
-0.839,-0.367,0.431,1.502,-0.142,0.949,31.111
-0.842,-0.369,0.436,1.745,-0.798,0.692,31.106
-0.843,-0.368,0.438,1.881,-1.007,0.275,31.090
-0.844,-0.367,0.438,1.571,-1.476,-0.153,31.093
-0.842,-0.366,0.437,1.324,-1.909,-0.530,31.105
-0.839,-0.366,0.437,0.836,-1.710,-0.837,31.102
-0.838,-0.367,0.435,0.570,-0.989,-1.036,31.098
-0.839,-0.367,0.431,0.550,-0.547,-1.544,31.083
-0.840,-0.368,0.428,0.729,-0.586,-2.292,31.082
-0.837,-0.368,0.429,1.226,-1.019,-3.024,31.085
-0.830,-0.369,0.432,1.557,-1.402,-3.276,31.097
-0.822,-0.369,0.436,1.801,-1.219,-2.903,31.092
-0.818,-0.369,0.438,1.771,-0.254,-2.250,31.116
-0.816,-0.369,0.439,1.740,0.832,-1.504,31.132
-0.819,-0.371,0.438,1.664,1.162,-0.998,31.118
-0.820,-0.373,0.440,1.569,0.643,-1.016,31.112
-0.818,-0.373,0.442,1.615,0.887,-1.090,31.112
-0.817,-0.375,0.445,1.586,0.909,-1.047,31.121
-0.815,-0.376,0.450,1.407,1.056,-0.785,31.114
-0.815,-0.377,0.449,1.013,1.216,-0.383,31.128
-0.818,-0.378,0.449,0.970,1.011,-0.035,31.130
-0.821,-0.379,0.448,1.056,0.319,0.123,31.101
-0.823,-0.380,0.447,1.002,-0.085,0.275,31.097
-0.826,-0.381,0.448,1.175,-0.835,0.466,31.112
-0.825,-0.383,0.451,1.427,-1.229,0.685,31.125
-0.824,-0.382,0.452,1.238,-0.555,1.224,31.127
-0.829,-0.383,0.449,1.032,0.320,1.971,31.128
-0.837,-0.385,0.448,1.220,0.198,2.131,31.116
-0.841,-0.386,0.452,1.438,0.171,1.812,31.114
-0.842,-0.385,0.453,1.338,0.266,1.424,31.119
-0.840,-0.384,0.457,0.828,1.058,1.244,31.115
-0.840,-0.382,0.455,-0.009,2.099,1.146,31.096
-0.844,-0.382,0.452,-0.430,1.929,0.906,31.105
-0.843,-0.381,0.454,-0.059,0.894,0.175,31.108
-0.837,-0.377,0.455,-0.052,0.399,-0.426,31.104
-0.831,-0.376,0.457,-0.253,0.448,-0.502,31.106
-0.825,-0.374,0.458,-0.461,1.100,-0.331,31.109
-0.823,-0.372,0.459,-0.998,2.046,0.072,31.115
-0.824,-0.369,0.459,-1.752,2.851,0.581,31.123
-0.829,-0.369,0.454,-1.982,2.749,0.833,31.126
-0.832,-0.367,0.451,-1.403,0.692,0.624,31.137
-0.825,-0.365,0.453,-1.113,-0.390,0.510,31.144
-0.820,-0.363,0.452,-1.201,-0.285,0.757,31.139
-0.818,-0.362,0.452,-1.451,-0.011,1.136,31.126
-0.816,-0.360,0.454,-1.867,0.583,1.631,31.114
-0.815,-0.360,0.451,-2.411,1.594,2.097,31.119
-0.818,-0.359,0.448,-2.549,2.497,2.298,31.130
-0.823,-0.358,0.443,-2.366,2.625,2.086,31.137
-0.824,-0.358,0.444,-2.061,1.499,1.687,31.128
-0.822,-0.356,0.443,-1.900,0.647,1.525,31.131
-0.820,-0.357,0.443,-1.918,0.359,1.735,31.128
-0.821,-0.357,0.442,-1.839,0.781,2.198,31.125
-0.823,-0.358,0.439,-1.990,1.616,2.775,31.123
-0.829,-0.360,0.438,-2.065,2.186,3.050,31.124
-0.832,-0.360,0.437,-2.117,2.502,3.063,31.126
-0.836,-0.364,0.434,-1.920,2.666,2.961,31.133
-0.837,-0.366,0.435,-1.356,2.641,2.751,31.147
-0.839,-0.367,0.435,-0.990,2.431,2.583,31.153
-0.840,-0.367,0.436,-0.750,1.976,2.685,31.144
-0.840,-0.369,0.439,-0.677,1.837,2.945,31.139
-0.842,-0.370,0.442,-0.817,1.519,3.106,31.144
-0.843,-0.369,0.445,-1.025,1.498,3.173,31.141
-0.844,-0.369,0.447,-1.196,1.845,3.135,31.143
-0.844,-0.368,0.447,-1.424,2.376,3.019,31.152
-0.842,-0.368,0.445,-1.686,3.229,2.856,31.157
-0.844,-0.368,0.439,-1.746,3.734,2.474,31.161
-0.845,-0.368,0.437,-1.500,3.175,1.623,31.163
-0.842,-0.367,0.437,-1.308,2.648,0.889,31.168
-0.839,-0.366,0.436,-1.313,2.475,0.522,31.157
-0.836,-0.364,0.436,-1.359,2.471,0.448,31.143
-0.834,-0.363,0.436,-1.389,2.800,0.607,31.152
-0.835,-0.363,0.435,-1.325,3.111,0.749,31.143
-0.835,-0.362,0.438,-1.154,3.001,0.703,31.160
-0.832,-0.360,0.441,-1.110,2.930,0.657,31.153
-0.829,-0.358,0.442,-1.367,2.953,0.817,31.160
-0.827,-0.358,0.443,-1.624,2.665,1.105,31.151
-0.825,-0.357,0.443,-1.970,2.682,1.402,31.137
-0.828,-0.358,0.439,-2.168,2.580,1.551,31.134
-0.829,-0.356,0.436,-1.947,2.172,1.553,31.132
-0.829,-0.356,0.436,-1.846,1.469,1.607,31.144
-0.826,-0.355,0.435,-1.900,0.792,1.904,31.143
-0.825,-0.356,0.434,-1.833,0.728,2.500,31.136
-0.828,-0.357,0.433,-1.753,0.752,3.093,31.145
-0.831,-0.358,0.432,-1.746,0.812,3.568,31.148
-0.835,-0.361,0.432,-1.542,1.136,3.745,31.148
-0.837,-0.361,0.430,-1.386,1.638,3.541,31.156
-0.839,-0.362,0.430,-1.379,2.148,3.175,31.142
-0.839,-0.362,0.431,-1.355,2.982,3.053,31.142
-0.839,-0.362,0.430,-1.360,3.683,2.984,31.142
-0.841,-0.362,0.429,-1.413,3.609,2.914,31.145
-0.842,-0.362,0.429,-1.300,3.428,2.888,31.152
-0.844,-0.363,0.430,-1.032,3.087,2.776,31.153
-0.848,-0.361,0.434,-0.927,2.059,2.659,31.162
-0.851,-0.361,0.436,-0.932,1.460,2.700,31.166
-0.854,-0.360,0.437,-0.970,1.168,2.655,31.164
-0.854,-0.358,0.436,-1.185,1.002,2.525,31.158
-0.854,-0.359,0.437,-1.385,0.942,2.432,31.146
-0.852,-0.359,0.437,-1.631,1.455,2.313,31.146
-0.852,-0.360,0.434,-1.864,1.759,2.067,31.149
-0.849,-0.360,0.432,-1.940,1.659,1.741,31.145
-0.846,-0.359,0.429,-2.039,2.023,1.538,31.144
-0.846,-0.357,0.422,-2.090,1.735,1.429,31.143
-0.846,-0.359,0.419,-1.759,0.454,1.117,31.154
-0.843,-0.359,0.421,-1.342,0.050,0.792,31.172
-0.842,-0.357,0.421,-1.205,-0.161,0.602,31.162
-0.838,-0.357,0.424,-0.980,-0.892,0.612,31.169
-0.832,-0.356,0.425,-0.922,-0.882,0.772,31.168
-0.831,-0.356,0.423,-0.821,-0.276,1.079,31.167
-0.831,-0.356,0.424,-0.475,0.663,1.244,31.174
-0.832,-0.355,0.424,-0.211,1.646,1.277,31.164
-0.835,-0.355,0.426,-0.040,1.662,1.209,31.160
-0.833,-0.354,0.431,-0.102,1.456,1.163,31.169
-0.834,-0.354,0.434,-0.436,1.195,1.273,31.173
-0.836,-0.353,0.435,-0.773,0.439,1.378,31.181
-0.838,-0.351,0.434,-1.004,-0.538,1.362,31.181
-0.840,-0.351,0.433,-1.104,-1.182,1.403,31.169
-0.843,-0.350,0.432,-0.920,-1.344,1.396,31.173
-0.844,-0.348,0.433,-0.716,-1.024,1.333,31.181
-0.845,-0.349,0.431,-0.801,-0.897,1.237,31.182
-0.843,-0.349,0.432,-0.955,-1.051,1.198,31.178
-0.842,-0.349,0.430,-1.156,-1.219,1.368,31.171
-0.842,-0.350,0.429,-1.145,-1.743,1.538,31.165
-0.844,-0.350,0.431,-0.989,-2.410,1.714,31.165
-0.845,-0.349,0.433,-0.955,-2.743,1.816,31.174
-0.845,-0.350,0.434,-1.033,-2.687,1.897,31.170
-0.845,-0.349,0.434,-1.160,-1.992,1.972,31.168
-0.846,-0.349,0.433,-1.340,-1.166,2.032,31.167
-0.846,-0.349,0.433,-1.482,-0.897,1.971,31.168
-0.846,-0.349,0.428,-1.760,-0.600,1.909,31.179
-0.849,-0.350,0.421,-1.587,-0.916,1.528,31.187
-0.848,-0.352,0.421,-0.973,-1.618,0.833,31.181
-0.845,-0.352,0.423,-0.795,-2.168,0.208,31.183
-0.841,-0.351,0.424,-0.806,-2.298,0.023,31.196
-0.838,-0.352,0.424,-0.837,-2.181,0.177,31.184
-0.838,-0.352,0.425,-0.742,-2.178,0.622,31.185
-0.839,-0.351,0.427,-0.572,-2.939,1.123,31.166
-0.838,-0.351,0.429,-0.479,-3.040,1.651,31.171
-0.839,-0.352,0.432,-0.248,-2.307,2.162,31.179
-0.843,-0.351,0.432,-0.167,-1.577,2.400,31.175
-0.845,-0.352,0.433,-0.068,-1.061,2.338,31.173
-0.846,-0.351,0.435,0.021,-0.067,2.181,31.178
-0.848,-0.351,0.437,0.043,1.114,2.018,31.173
-0.851,-0.350,0.435,-0.002,1.786,1.819,31.167
-0.851,-0.350,0.435,-0.147,2.366,1.597,31.162
-0.853,-0.350,0.435,-0.240,2.717,1.194,31.170
-0.854,-0.349,0.435,-0.588,2.240,0.678,31.153
-0.851,-0.350,0.436,-0.850,2.043,0.401,31.164
-0.850,-0.349,0.435,-0.809,2.063,0.190,31.170
-0.848,-0.348,0.432,-0.977,1.845,0.032,31.180
-0.844,-0.348,0.430,-0.721,1.574,-0.029,31.166
-0.842,-0.348,0.430,-0.411,1.456,-0.075,31.164
-0.839,-0.347,0.430,-0.320,0.970,-0.049,31.162
-0.839,-0.348,0.432,-0.125,-0.074,-0.018,31.151
-0.839,-0.348,0.433,0.272,-1.102,-0.002,31.156
-0.839,-0.347,0.435,0.487,-1.990,0.071,31.158
-0.839,-0.347,0.437,0.457,-2.451,0.309,31.179
-0.840,-0.346,0.438,0.335,-2.285,0.671,31.189
-0.843,-0.346,0.438,0.072,-1.706,1.110,31.189
-0.846,-0.347,0.436,0.016,-1.085,1.340,31.186
-0.850,-0.347,0.434,0.092,-0.359,1.249,31.191
-0.852,-0.347,0.432,0.210,0.334,1.048,31.184
-0.856,-0.347,0.429,0.379,0.342,0.679,31.173
-0.859,-0.348,0.428,0.662,-1.015,-0.094,31.165
-0.859,-0.348,0.431,1.031,-3.280,-1.006,31.163
-0.856,-0.349,0.436,1.319,-5.777,-1.792,31.181
-0.853,-0.347,0.438,1.653,-8.814,-2.401,31.163
-0.848,-0.347,0.440,2.110,-11.965,-2.679,31.173
-0.843,-0.347,0.443,2.533,-14.176,-2.589,31.173
-0.841,-0.346,0.443,2.804,-15.686,-2.312,31.169
-0.841,-0.346,0.444,3.019,-16.863,-2.200,31.169
-0.840,-0.346,0.449,3.035,-17.178,-2.215,31.176
-0.838,-0.348,0.455,2.689,-16.529,-2.180,31.163
-0.834,-0.349,0.461,2.333,-15.793,-2.021,31.163
-0.833,-0.350,0.463,2.242,-15.956,-1.779,31.175
-0.836,-0.351,0.463,2.701,-18.184,-1.868,31.184
-0.832,-0.352,0.467,3.220,-21.715,-2.314,31.179
-0.826,-0.351,0.470,3.522,-24.515,-2.571,31.183
-0.823,-0.352,0.473,3.645,-27.050,-2.631,31.175
-0.822,-0.353,0.475,3.696,-29.200,-2.629,31.160
-0.824,-0.353,0.478,3.749,-32.324,-2.827,31.157
-0.821,-0.351,0.477,3.632,-37.025,-3.052,31.165
-0.815,-0.356,0.482,3.030,-41.250,-3.327,31.182
-0.812,-0.355,0.494,3.326,-44.788,-3.720,31.176
-0.811,-0.350,0.499,4.380,-49.904,-3.714,31.171
-0.801,-0.353,0.504,2.861,-51.081,-3.854,31.171
-0.808,-0.351,0.520,2.554,-48.116,-2.849,31.169
-0.803,-0.349,0.525,2.610,-43.266,-0.335,31.164
-0.800,-0.351,0.529,2.454,-40.557,0.505,31.180
-0.797,-0.347,0.534,2.764,-40.230,0.886,31.174
-0.788,-0.347,0.536,3.142,-43.658,0.569,31.181
-0.779,-0.348,0.541,4.536,-48.758,0.202,31.189
-0.772,-0.349,0.548,6.398,-54.752,-0.250,31.204
-0.768,-0.349,0.559,8.131,-62.770,-1.023,31.212
-0.761,-0.347,0.572,10.090,-73.131,-2.000,31.198
-0.753,-0.348,0.587,11.610,-84.909,-3.256,31.193
-0.738,-0.349,0.615,11.719,-95.575,-4.553,31.198
-0.724,-0.350,0.646,10.774,-103.212,-5.487,31.193
-0.713,-0.347,0.664,8.985,-109.333,-6.039,31.200
-0.703,-0.344,0.675,7.445,-114.469,-5.995,31.191
-0.702,-0.343,0.675,6.374,-120.649,-5.893,31.192
-0.672,-0.341,0.701,5.227,-130.651,-6.557,31.197
-0.648,-0.340,0.721,3.916,-135.485,-7.544,31.200
-0.627,-0.342,0.739,2.010,-137.125,-7.769,31.199
-0.606,-0.342,0.752,0.194,-136.985,-7.739,31.204
-0.586,-0.343,0.763,-1.492,-136.387,-8.308,31.198
-0.572,-0.345,0.768,-3.065,-135.550,-9.399,31.187
-0.560,-0.349,0.777,-4.646,-135.262,-10.740,31.193
-0.543,-0.352,0.794,-6.519,-133.198,-11.650,31.188
-0.521,-0.347,0.803,-8.721,-128.693,-11.452,31.198
-0.499,-0.348,0.821,-10.747,-121.695,-11.692,31.213
-0.484,-0.349,0.827,-12.167,-113.397,-12.131,31.226
-0.471,-0.349,0.826,-12.851,-105.682,-12.824,31.203
-0.455,-0.352,0.827,-12.562,-99.513,-13.244,31.189
-0.439,-0.356,0.828,-11.604,-93.474,-13.177,31.185
-0.428,-0.362,0.830,-10.303,-88.461,-13.215,31.185
-0.417,-0.364,0.831,-8.861,-84.678,-13.350,31.188
-0.407,-0.369,0.833,-7.107,-82.451,-13.398,31.192
-0.400,-0.373,0.836,-5.075,-82.396,-13.262,31.185
-0.382,-0.373,0.841,-3.119,-83.083,-12.947,31.178
-0.367,-0.376,0.848,-1.095,-82.835,-12.844,31.174
-0.354,-0.377,0.853,0.686,-82.806,-12.732,31.180
-0.341,-0.378,0.858,2.152,-83.478,-12.747,31.172
-0.327,-0.377,0.862,3.488,-83.506,-12.610,31.172
-0.320,-0.378,0.862,4.765,-82.782,-12.442,31.184
-0.311,-0.378,0.866,5.700,-82.132,-12.355,31.186
-0.302,-0.378,0.870,6.851,-81.462,-12.942,31.185
-0.292,-0.377,0.878,8.234,-82.203,-13.985,31.170
-0.276,-0.375,0.884,9.847,-82.988,-14.924,31.166
-0.262,-0.372,0.889,11.370,-83.688,-15.468,31.176
-0.247,-0.369,0.895,12.550,-84.571,-15.269,31.163
-0.235,-0.371,0.903,13.607,-85.001,-15.272,31.173
-0.216,-0.373,0.913,14.610,-83.915,-16.397,31.171
-0.200,-0.374,0.924,15.213,-81.058,-18.359,31.157
-0.185,-0.369,0.934,15.326,-77.790,-20.185,31.153
-0.173,-0.366,0.939,15.033,-74.270,-21.333,31.160
-0.157,-0.361,0.949,15.061,-72.416,-22.748,31.169
-0.141,-0.361,0.947,15.704,-71.541,-23.989,31.160
-0.129,-0.358,0.950,16.828,-71.847,-25.312,31.165
-0.113,-0.359,0.950,17.655,-72.576,-27.144,31.170
-0.097,-0.353,0.952,18.394,-74.531,-28.748,31.181
-0.076,-0.348,0.951,18.559,-74.883,-29.389,31.190
-0.053,-0.341,0.955,18.102,-72.521,-29.320,31.197
-0.036,-0.337,0.956,16.817,-67.585,-28.582,31.185
-0.026,-0.335,0.961,15.651,-63.865,-27.913,31.186
-0.022,-0.333,0.963,14.998,-62.582,-27.706,31.178
-0.013,-0.333,0.961,14.531,-62.276,-28.455,31.186
0.003,-0.332,0.960,13.814,-60.100,-29.822,31.195
0.020,-0.326,0.958,12.899,-56.254,-30.611,31.181
0.036,-0.322,0.957,12.094,-51.935,-30.019,31.179
0.048,-0.319,0.955,11.006,-47.104,-28.556,31.187
0.053,-0.317,0.955,9.827,-43.194,-27.837,31.179
0.062,-0.314,0.950,8.870,-40.121,-27.363,31.181
0.068,-0.315,0.949,7.859,-37.617,-27.282,31.183
0.078,-0.313,0.952,7.390,-35.354,-27.141,31.188
0.092,-0.310,0.953,6.772,-31.550,-26.516,31.180
0.104,-0.309,0.955,5.796,-26.331,-25.429,31.180
0.115,-0.306,0.959,4.309,-19.996,-23.801,31.170
0.120,-0.306,0.962,2.041,-12.329,-21.900,31.178
0.119,-0.307,0.963,-0.759,-4.331,-20.318,31.175
0.115,-0.308,0.963,-3.615,2.618,-19.010,31.180
0.111,-0.310,0.964,-5.753,7.490,-17.486,31.174
0.108,-0.312,0.964,-6.960,10.309,-15.584,31.183
0.102,-0.313,0.963,-7.216,10.846,-13.799,31.186
0.099,-0.315,0.960,-6.523,8.951,-12.632,31.194
0.100,-0.316,0.959,-5.201,5.965,-11.813,31.199
0.103,-0.317,0.960,-3.691,3.131,-10.707,31.192
0.105,-0.318,0.964,-2.547,1.268,-9.065,31.169
0.104,-0.320,0.971,-1.967,0.111,-7.272,31.172
0.101,-0.321,0.980,-1.941,-0.256,-5.607,31.178
0.097,-0.321,0.990,-2.273,-0.494,-4.071,31.182
0.096,-0.320,0.999,-2.976,-0.569,-2.637,31.197
0.095,-0.318,1.003,-3.957,0.066,-1.165,31.201
0.090,-0.318,1.004,-4.891,0.836,0.092,31.201
0.082,-0.319,1.002,-5.554,1.153,0.775,31.198
0.076,-0.319,1.000,-6.123,0.743,0.909,31.195
0.073,-0.319,0.995,-6.512,0.580,0.762,31.193
0.071,-0.320,0.990,-6.804,1.252,0.427,31.192
0.070,-0.319,0.983,-7.340,2.782,0.183,31.204
0.068,-0.319,0.974,-8.123,4.411,0.206,31.212
0.065,-0.321,0.965,-8.737,5.205,0.135,31.212
0.066,-0.321,0.958,-8.889,5.599,-0.120,31.192
0.067,-0.320,0.951,-8.766,6.237,-0.140,31.199
0.066,-0.321,0.943,-8.342,6.563,-0.189,31.192
0.064,-0.322,0.938,-7.386,5.987,-0.642,31.199
0.068,-0.322,0.936,-6.387,5.769,-1.264,31.186
0.074,-0.322,0.934,-5.649,6.174,-1.570,31.181
0.081,-0.322,0.932,-5.031,7.047,-1.433,31.178
0.085,-0.324,0.930,-4.155,7.644,-1.411,31.179
0.085,-0.326,0.929,-2.834,6.870,-1.543,31.195
0.091,-0.328,0.937,-0.923,5.118,-1.535,31.197
0.100,-0.327,0.946,0.770,3.900,-1.197,31.198
0.106,-0.327,0.952,1.642,3.570,-0.127,31.205
0.110,-0.328,0.958,2.045,4.174,1.203,31.199
0.111,-0.329,0.964,2.064,5.600,2.497,31.208
0.105,-0.331,0.968,1.712,7.081,3.697,31.209
0.095,-0.336,0.974,1.383,7.926,4.288,31.201
0.082,-0.340,0.983,1.324,6.875,3.831,31.196
0.075,-0.341,0.991,1.420,4.149,2.915,31.194
0.074,-0.342,0.996,1.256,1.677,2.129,31.202
0.075,-0.342,0.999,0.805,0.074,1.540,31.202
0.076,-0.341,1.001,-0.011,-0.440,1.498,31.206
0.072,-0.341,1.001,-1.191,-0.189,1.940,31.186
0.068,-0.342,0.999,-2.413,0.427,2.165,31.202
0.062,-0.342,0.994,-3.546,1.332,2.189,31.216
0.059,-0.342,0.989,-4.690,2.285,1.977,31.203
0.056,-0.338,0.983,-5.571,2.782,1.735,31.207
0.056,-0.335,0.975,-6.339,3.419,1.748,31.206
0.054,-0.332,0.966,-6.849,4.121,1.731,31.211
0.052,-0.331,0.956,-7.103,4.129,1.413,31.207
0.049,-0.331,0.947,-6.968,3.124,0.849,31.212
0.049,-0.332,0.939,-6.379,1.782,0.030,31.222
0.052,-0.332,0.935,-5.433,0.443,-0.851,31.242
0.057,-0.332,0.932,-4.517,-0.561,-1.528,31.231
0.063,-0.330,0.929,-3.743,-1.142,-1.814,31.233
0.069,-0.330,0.926,-2.975,-1.211,-1.589,31.249
0.073,-0.330,0.926,-2.105,-1.073,-1.013,31.244
0.074,-0.331,0.927,-1.175,-1.179,-0.439,31.247
0.075,-0.332,0.930,-0.320,-1.487,0.003,31.256
0.074,-0.335,0.935,0.455,-1.443,0.281,31.250
0.072,-0.337,0.941,1.055,-0.854,0.230,31.246
0.069,-0.338,0.948,1.505,-0.102,-0.106,31.253
0.066,-0.339,0.953,1.743,0.423,-0.565,31.248
0.064,-0.341,0.960,1.826,0.447,-1.179,31.249
0.065,-0.342,0.966,1.904,-0.100,-2.121,31.249
0.068,-0.341,0.970,1.844,-1.048,-2.919,31.243
0.074,-0.341,0.973,1.639,-1.595,-3.292,31.241
0.079,-0.340,0.974,1.210,-1.265,-3.198,31.241
0.083,-0.340,0.977,0.640,-0.212,-2.738,31.247
0.085,-0.339,0.979,-0.066,0.871,-2.111,31.254
0.086,-0.338,0.979,-0.893,1.841,-1.316,31.257
0.084,-0.337,0.977,-1.757,2.651,-0.472,31.247
0.083,-0.337,0.974,-2.440,3.275,0.410,31.242
0.080,-0.338,0.970,-2.994,3.742,1.139,31.236
0.075,-0.339,0.965,-3.368,3.673,1.637,31.240
0.069,-0.342,0.960,-3.255,2.587,1.415,31.234
0.066,-0.341,0.955,-2.674,0.200,0.649,31.221
0.065,-0.341,0.950,-1.979,-1.980,0.044,31.234
0.065,-0.341,0.948,-1.240,-3.397,-0.341,31.238
0.065,-0.343,0.947,-0.457,-4.029,-0.592,31.243
0.067,-0.344,0.949,0.158,-3.964,-0.879,31.243
0.071,-0.343,0.951,0.397,-3.355,-0.991,31.247
0.074,-0.343,0.952,0.336,-2.066,-0.656,31.255
0.076,-0.344,0.952,0.221,-0.484,-0.175,31.264
0.077,-0.345,0.952,0.158,0.785,0.231,31.247
0.078,-0.345,0.953,0.130,1.330,0.464,31.259
0.079,-0.344,0.954,0.227,1.093,0.703,31.255
0.081,-0.344,0.955,0.499,0.716,0.993,31.260
0.084,-0.344,0.957,0.699,0.511,1.363,31.267
0.084,-0.344,0.958,0.745,0.017,1.785,31.261
0.083,-0.343,0.958,0.895,-1.007,2.034,31.254
0.082,-0.343,0.959,1.247,-2.324,2.170,31.265
0.084,-0.342,0.961,1.493,-3.147,2.296,31.265
0.085,-0.342,0.964,1.436,-3.036,2.493,31.273
0.085,-0.342,0.967,1.203,-2.277,2.602,31.273
0.086,-0.341,0.971,0.937,-1.437,2.585,31.273
0.088,-0.341,0.973,0.588,-0.566,2.664,31.265
0.088,-0.340,0.972,0.243,0.094,2.861,31.277
0.089,-0.339,0.970,-0.074,0.727,3.100,31.257
0.088,-0.338,0.968,-0.456,1.755,3.455,31.243
0.083,-0.339,0.966,-0.674,2.649,3.778,31.253
0.077,-0.340,0.964,-0.509,2.601,3.769,31.256
0.072,-0.341,0.962,-0.065,1.508,3.330,31.264
0.072,-0.341,0.960,0.386,0.497,2.906,31.259
0.072,-0.340,0.958,0.530,0.083,2.733,31.266
0.071,-0.341,0.960,0.535,-0.048,2.641,31.266
0.069,-0.342,0.962,0.313,0.387,2.512,31.256
0.067,-0.343,0.963,-0.017,0.596,2.323,31.261
0.068,-0.344,0.963,-0.238,0.428,2.120,31.264
0.070,-0.343,0.963,-0.197,0.237,2.040,31.270
0.072,-0.342,0.962,-0.037,0.082,2.244,31.267
0.073,-0.342,0.962,0.140,0.004,2.450,31.257
0.073,-0.342,0.963,0.326,-0.287,2.448,31.261
0.074,-0.341,0.964,0.550,-0.795,2.451,31.256
0.076,-0.340,0.965,0.588,-0.890,2.552,31.259
0.077,-0.340,0.967,0.456,-0.595,2.784,31.262
0.076,-0.339,0.968,0.186,-0.153,3.004,31.271
0.074,-0.339,0.968,-0.219,0.076,3.223,31.266
0.070,-0.340,0.967,-0.569,-0.263,3.344,31.270
0.067,-0.340,0.966,-0.782,-0.785,3.379,31.278
0.064,-0.341,0.966,-1.010,-1.028,3.458,31.277
0.062,-0.342,0.965,-1.265,-0.859,3.517,31.274
0.059,-0.343,0.966,-1.518,-0.530,3.424,31.260
0.058,-0.344,0.966,-1.680,-0.157,3.213,31.264
0.056,-0.344,0.966,-1.657,-0.049,2.933,31.270
