picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
sensorTask started...
ICM-42670P initialized successfully!
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,tmp
0.124,-0.396,0.948,0.253,1.798,2.009,30.909
0.123,-0.396,0.946,-0.081,1.715,1.461,30.903
0.123,-0.393,0.943,-0.462,1.668,0.909,30.904
0.125,-0.390,0.938,-0.988,1.930,0.594,30.910
0.127,-0.389,0.934,-1.340,2.551,0.415,30.894
0.128,-0.386,0.930,-1.585,3.077,0.311,30.889
0.130,-0.385,0.928,-1.788,3.663,0.443,30.893
0.131,-0.386,0.929,-1.685,4.323,0.607,30.895
0.129,-0.386,0.930,-1.363,4.510,0.673,30.896
0.128,-0.386,0.930,-1.110,4.073,0.684,30.902
0.127,-0.388,0.929,-0.771,3.429,0.563,30.907
0.126,-0.389,0.927,-0.273,2.782,0.350,30.905
0.125,-0.389,0.926,0.242,2.025,-0.016,30.899
0.125,-0.389,0.926,0.704,1.324,-0.318,30.901
0.126,-0.389,0.927,0.956,1.069,-0.399,30.910
0.128,-0.388,0.929,1.041,1.279,-0.276,30.915
0.129,-0.388,0.934,1.037,1.803,-0.123,30.909
0.130,-0.388,0.938,0.987,2.169,-0.012,30.910
0.132,-0.387,0.941,0.893,2.222,0.044,30.901
0.134,-0.386,0.943,0.777,2.293,0.136,30.912
0.136,-0.385,0.943,0.567,2.403,0.346,30.909
0.136,-0.386,0.946,0.334,2.562,0.600,30.910
0.133,-0.387,0.947,0.189,2.562,0.671,30.896
0.130,-0.387,0.946,-0.011,2.277,0.614,30.888
0.126,-0.388,0.944,-0.229,1.937,0.556,30.899
0.124,-0.388,0.942,-0.233,1.659,0.440,30.912
0.123,-0.387,0.938,-0.369,1.446,0.330,30.905
0.124,-0.386,0.936,-0.659,1.371,0.179,30.907
0.125,-0.384,0.935,-0.635,1.475,0.134,30.897
0.128,-0.385,0.934,-0.851,1.400,-0.071,30.896
0.131,-0.383,0.936,-1.058,1.756,-0.179,30.900
0.131,-0.381,0.936,-1.133,2.145,-0.070,30.886
0.128,-0.382,0.936,-1.201,2.155,-0.075,30.897
0.126,-0.381,0.936,-1.172,1.715,-0.419,30.905
0.125,-0.380,0.935,-1.081,1.199,-0.772,30.907
0.127,-0.379,0.934,-0.937,0.823,-0.984,30.907
0.127,-0.379,0.932,-0.855,0.659,-1.100,30.903
0.128,-0.378,0.932,-0.813,0.632,-1.100,30.902
0.128,-0.378,0.933,-0.805,0.672,-1.031,30.893
0.128,-0.378,0.936,-0.783,0.726,-0.941,30.900
0.129,-0.378,0.939,-0.770,0.762,-0.855,30.906
0.130,-0.377,0.941,-0.807,0.713,-0.737,30.904
0.130,-0.377,0.941,-0.960,0.698,-0.507,30.899
0.130,-0.378,0.941,-1.006,0.829,-0.258,30.906
0.129,-0.379,0.941,-0.816,1.103,-0.067,30.914
0.126,-0.380,0.941,-0.425,1.098,0.052,30.912
0.123,-0.379,0.940,0.239,0.873,0.333,30.909
0.122,-0.380,0.938,0.797,0.601,0.697,30.908
0.122,-0.381,0.939,1.651,0.749,1.217,30.900
0.122,-0.385,0.935,1.819,1.115,1.020,30.915
0.123,-0.382,0.936,1.314,1.363,0.230,30.907
0.122,-0.382,0.936,0.837,1.637,-0.030,30.911
0.122,-0.382,0.935,0.273,2.044,0.085,30.915
0.121,-0.383,0.934,-0.250,2.617,0.086,30.905
0.119,-0.383,0.933,-0.672,2.845,0.156,30.908
0.119,-0.384,0.934,-1.088,3.168,0.396,30.913
0.118,-0.385,0.935,-1.297,3.948,0.583,30.904
0.118,-0.386,0.937,-1.610,4.999,0.750,30.900
0.116,-0.385,0.940,-1.776,6.242,1.040,30.892
0.115,-0.385,0.942,-1.531,7.155,1.574,30.896
0.116,-0.386,0.944,-0.911,7.977,2.154,30.888
0.114,-0.388,0.946,-0.275,9.120,2.860,30.891
0.114,-0.388,0.947,0.305,9.725,3.248,30.893
0.112,-0.387,0.946,0.981,10.141,3.191,30.898
0.110,-0.387,0.946,1.938,9.961,2.779,30.898
0.107,-0.386,0.945,3.179,10.120,2.722,30.900
0.110,-0.381,0.941,4.136,11.166,3.118,30.904
0.114,-0.377,0.934,4.839,13.894,4.056,30.904
0.112,-0.382,0.934,5.419,17.672,5.572,30.907
0.111,-0.383,0.937,5.568,21.136,7.332,30.903
0.109,-0.382,0.947,5.531,23.566,9.075,30.915
0.099,-0.378,0.951,5.518,25.770,10.100,30.913
0.096,-0.377,0.954,5.505,26.900,10.304,30.905
0.089,-0.376,0.955,5.610,27.927,10.190,30.906
0.074,-0.375,0.953,5.001,26.941,10.207,30.906
0.065,-0.373,0.950,3.820,24.736,10.178,30.898
0.061,-0.365,0.941,2.586,23.549,10.290,30.886
0.057,-0.362,0.932,1.585,24.978,11.428,30.880
0.053,-0.366,0.929,1.017,28.138,13.388,30.880
0.045,-0.371,0.932,0.495,31.539,14.999,30.893
0.035,-0.374,0.935,-0.495,33.295,15.650,30.896
0.028,-0.376,0.940,-1.459,33.639,15.466,30.885
0.020,-0.379,0.942,-1.861,32.863,14.554,30.892
0.014,-0.375,0.937,-1.980,30.846,13.297,30.890
0.013,-0.368,0.926,-2.443,29.814,12.660,30.904
0.015,-0.364,0.915,-2.905,32.208,13.438,30.893
0.011,-0.363,0.905,-2.972,38.431,15.670,30.904
0.002,-0.366,0.898,-3.088,46.899,18.233,30.901
-0.014,-0.378,0.906,-3.427,55.434,19.759,30.896
-0.032,-0.387,0.922,-4.070,61.621,19.369,30.899
-0.045,-0.390,0.940,-5.583,64.235,17.462,30.906
-0.051,-0.390,0.954,-7.939,64.734,15.528,30.910
-0.053,-0.386,0.960,-10.290,64.936,14.501,30.907
-0.058,-0.382,0.957,-11.993,66.133,14.929,30.909
-0.070,-0.382,0.947,-12.979,68.268,16.139,30.895
-0.089,-0.381,0.930,-13.250,71.460,17.593,30.898
-0.110,-0.386,0.917,-12.891,75.675,19.038,30.894
-0.131,-0.395,0.915,-12.161,79.589,19.122,30.897
-0.149,-0.402,0.921,-11.995,82.336,17.498,30.901
-0.163,-0.403,0.936,-12.901,83.405,15.410,30.910
-0.168,-0.400,0.948,-14.687,83.874,14.267,30.909
-0.172,-0.400,0.951,-16.843,86.020,14.510,30.909
-0.179,-0.401,0.944,-18.766,89.427,15.623,30.904
-0.190,-0.406,0.934,-20.620,93.345,16.450,30.909
-0.215,-0.411,0.923,-20.904,95.372,17.776,30.904
-0.233,-0.408,0.900,-20.533,93.773,18.397,30.908
-0.252,-0.411,0.884,-20.320,91.219,18.393,30.912
-0.270,-0.417,0.878,-19.076,89.185,18.429,30.910
-0.284,-0.418,0.870,-16.845,87.969,18.218,30.911
-0.298,-0.415,0.862,-15.061,87.141,17.866,30.910
-0.310,-0.412,0.857,-13.811,87.249,17.980,30.917
-0.322,-0.418,0.861,-12.679,88.864,19.153,30.922
-0.333,-0.427,0.870,-11.998,90.411,20.624,30.920
-0.344,-0.429,0.874,-12.414,90.190,21.399,30.915
-0.355,-0.425,0.870,-13.399,87.543,22.221,30.916
-0.365,-0.419,0.854,-13.778,83.799,23.777,30.894
-0.377,-0.422,0.840,-13.120,80.811,26.222,30.893
-0.394,-0.424,0.833,-11.962,79.234,28.735,30.893
-0.414,-0.423,0.827,-11.395,78.429,30.368,30.902
-0.435,-0.422,0.821,-11.207,77.177,31.188,30.893
-0.455,-0.418,0.813,-11.325,76.348,31.632,30.895
-0.471,-0.417,0.809,-11.845,76.899,31.915,30.890
-0.486,-0.421,0.812,-12.361,77.640,31.894,30.898
-0.497,-0.418,0.812,-13.564,77.985,31.386,30.908
-0.507,-0.413,0.808,-15.360,77.363,30.666,30.913
-0.514,-0.408,0.795,-16.799,76.270,30.285,30.908
-0.519,-0.406,0.779,-17.504,75.707,30.477,30.905
-0.527,-0.408,0.759,-17.578,75.673,30.770,30.896
-0.537,-0.409,0.738,-17.084,75.824,30.627,30.904
-0.549,-0.410,0.720,-15.622,75.929,29.959,30.903
-0.559,-0.413,0.708,-13.671,76.233,28.866,30.911
-0.572,-0.415,0.707,-11.967,76.594,27.043,30.916
-0.581,-0.410,0.709,-11.048,78.331,24.767,30.919
-0.594,-0.406,0.709,-10.320,80.603,22.831,30.926
-0.603,-0.399,0.701,-10.469,82.033,21.940,30.929
-0.611,-0.397,0.697,-10.947,82.967,21.837,30.927
-0.619,-0.394,0.690,-11.325,84.069,22.240,30.922
-0.629,-0.390,0.676,-11.444,84.662,22.894,30.928
-0.642,-0.389,0.661,-11.064,84.191,23.514,30.930
-0.656,-0.386,0.644,-10.458,82.899,24.078,30.922
-0.666,-0.388,0.629,-9.855,82.140,24.681,30.918
-0.677,-0.386,0.615,-9.136,81.529,25.209,30.909
-0.688,-0.385,0.604,-8.642,80.559,25.949,30.914
-0.698,-0.385,0.595,-8.481,79.648,27.068,30.920
-0.711,-0.383,0.586,-8.128,78.309,28.053,30.913
-0.727,-0.382,0.577,-7.493,75.304,28.341,30.915
-0.742,-0.381,0.570,-6.734,71.165,28.123,30.921
-0.755,-0.376,0.563,-6.142,66.129,27.294,30.925
-0.765,-0.371,0.557,-5.916,61.658,26.356,30.914
-0.774,-0.364,0.547,-5.666,57.095,25.183,30.916
-0.781,-0.364,0.543,-5.543,53.146,24.040,30.910
-0.787,-0.364,0.539,-5.654,49.699,22.145,30.909
-0.791,-0.362,0.534,-6.168,47.099,19.543,30.904
-0.793,-0.363,0.529,-6.233,45.351,16.432,30.909
-0.793,-0.358,0.523,-6.255,44.242,13.271,30.906
-0.792,-0.355,0.520,-6.157,43.380,10.717,30.910
-0.793,-0.353,0.520,-5.869,42.424,8.843,30.925
-0.793,-0.352,0.516,-5.635,41.284,7.357,30.922
-0.793,-0.350,0.505,-5.631,40.585,6.281,30.920
-0.797,-0.351,0.497,-5.475,40.729,5.623,30.922
-0.804,-0.348,0.490,-5.163,41.772,5.122,30.920
-0.809,-0.347,0.480,-5.281,43.260,4.967,30.915
-0.811,-0.348,0.470,-6.014,46.182,5.462,30.921
-0.815,-0.353,0.459,-7.022,50.747,6.337,30.915
-0.822,-0.357,0.450,-7.320,55.843,7.173,30.915
-0.834,-0.354,0.436,-6.505,60.260,7.609,30.920
-0.846,-0.353,0.425,-6.001,63.829,7.363,30.921
-0.853,-0.353,0.416,-6.375,66.566,6.637,30.931
-0.852,-0.356,0.404,-7.159,70.531,6.119,30.917
-0.849,-0.360,0.393,-7.755,76.135,6.570,30.918
-0.851,-0.368,0.381,-8.110,81.697,7.737,30.901
-0.856,-0.370,0.367,-7.724,84.902,8.547,30.901
-0.858,-0.365,0.347,-6.758,84.349,9.425,30.894
-0.856,-0.362,0.332,-5.176,80.884,11.119,30.897
-0.850,-0.359,0.320,-3.130,75.777,13.362,30.901
-0.845,-0.352,0.313,-1.187,69.898,16.663,30.903
-0.847,-0.345,0.311,0.556,63.042,21.497,30.900
-0.853,-0.348,0.302,2.276,55.991,26.184,30.915
-0.860,-0.343,0.291,4.577,50.409,29.218,30.909
-0.870,-0.335,0.281,6.605,47.479,30.833,30.900
-0.881,-0.331,0.275,7.083,48.170,31.816,30.908
-0.892,-0.326,0.267,6.190,52.883,32.434,30.907
-0.908,-0.322,0.259,4.967,59.086,32.776,30.907
-0.930,-0.318,0.253,3.931,62.708,32.414,30.909
-0.956,-0.313,0.246,3.201,61.378,30.730,30.898
-0.979,-0.305,0.237,3.916,54.362,27.521,30.895
-0.988,-0.299,0.230,5.437,43.699,22.992,30.897
-0.981,-0.291,0.227,6.635,33.457,18.561,30.900
-0.969,-0.284,0.227,7.041,25.570,15.592,30.890
-0.962,-0.281,0.226,6.987,19.426,13.931,30.882
-0.963,-0.279,0.224,6.855,13.745,12.597,30.890
-0.964,-0.277,0.224,6.878,8.370,11.058,30.894
-0.965,-0.277,0.227,6.521,5.209,9.298,30.899
-0.967,-0.278,0.228,5.719,4.693,7.218,30.897
-0.971,-0.276,0.229,4.801,5.241,4.906,30.890
-0.972,-0.271,0.229,3.589,5.778,2.588,30.888
-0.970,-0.268,0.228,2.169,6.211,0.509,30.887
-0.967,-0.267,0.228,0.764,6.617,-1.084,30.892
-0.963,-0.267,0.229,-0.641,6.115,-2.297,30.897
-0.956,-0.267,0.226,-1.874,5.113,-3.051,30.903
-0.948,-0.273,0.219,-1.963,3.850,-3.537,30.896
-0.942,-0.274,0.213,-1.292,1.601,-3.973,30.889
-0.935,-0.276,0.210,-0.622,-1.398,-4.106,30.891
-0.929,-0.278,0.206,0.179,-4.568,-4.156,30.879
-0.922,-0.278,0.208,0.901,-6.792,-3.758,30.894
-0.917,-0.276,0.213,1.073,-7.266,-2.754,30.895
-0.916,-0.276,0.217,0.400,-5.843,-1.306,30.890
-0.922,-0.279,0.219,-0.231,-3.069,0.009,30.888
-0.933,-0.280,0.221,-0.532,-0.248,0.774,30.879
-0.941,-0.279,0.223,-1.265,1.611,1.073,30.886
-0.946,-0.278,0.222,-1.949,2.560,1.366,30.877
-0.947,-0.279,0.218,-2.530,2.927,1.624,30.886
-0.948,-0.281,0.215,-2.909,2.867,1.851,30.895
-0.951,-0.286,0.213,-2.835,2.151,1.648,30.894
-0.948,-0.290,0.210,-1.771,1.464,0.732,30.901
-0.941,-0.288,0.211,-1.248,1.892,-0.172,30.912
-0.938,-0.287,0.211,-1.470,2.953,-0.423,30.899
-0.938,-0.286,0.208,-1.568,3.257,-0.149,30.889
-0.939,-0.286,0.207,-1.527,3.130,0.838,30.899
-0.942,-0.287,0.209,-1.333,2.572,1.751,30.899
-0.945,-0.285,0.212,-1.541,1.761,2.412,30.907
-0.949,-0.284,0.212,-1.694,1.241,2.760,30.907
-0.952,-0.281,0.209,-1.839,0.961,2.818,30.897
-0.954,-0.279,0.207,-2.112,1.202,2.903,30.905
-0.954,-0.279,0.205,-1.809,2.157,2.693,30.909
-0.953,-0.276,0.209,-1.953,3.064,2.306,30.914
-0.953,-0.274,0.212,-2.327,3.375,2.199,30.920
-0.954,-0.272,0.212,-2.509,2.577,2.184,30.915
-0.953,-0.270,0.214,-2.736,1.356,2.256,30.911
-0.951,-0.270,0.216,-2.961,0.334,2.364,30.910
-0.950,-0.271,0.213,-3.602,-0.093,2.433,30.901
-0.951,-0.272,0.208,-3.820,-0.062,2.176,30.904
-0.954,-0.272,0.206,-3.674,-0.291,1.647,30.909
-0.954,-0.271,0.207,-3.668,-0.688,1.037,30.916
-0.953,-0.268,0.205,-4.186,-0.207,0.553,30.911
-0.953,-0.268,0.204,-4.330,0.532,0.369,30.914
-0.953,-0.268,0.205,-4.263,0.979,0.128,30.920
-0.952,-0.269,0.205,-4.484,0.994,-0.271,30.926
-0.950,-0.269,0.207,-4.382,0.921,-0.589,30.929
-0.948,-0.268,0.208,-4.527,1.111,-0.919,30.929
-0.946,-0.270,0.208,-4.880,1.501,-1.250,30.918
-0.943,-0.272,0.209,-4.912,2.164,-1.708,30.927
-0.941,-0.270,0.207,-5.184,2.867,-2.171,30.916
-0.938,-0.271,0.207,-5.102,3.093,-2.426,30.921
-0.934,-0.272,0.209,-4.841,3.163,-2.544,30.927
-0.930,-0.272,0.211,-5.074,3.598,-2.443,30.928
-0.928,-0.273,0.212,-5.473,4.576,-2.118,30.918
-0.930,-0.272,0.210,-5.807,5.077,-1.810,30.913
-0.930,-0.271,0.205,-6.233,4.766,-1.350,30.906
-0.931,-0.275,0.205,-5.862,3.254,-1.009,30.912
-0.928,-0.280,0.205,-5.190,1.368,-1.230,30.910
-0.922,-0.280,0.205,-4.748,0.457,-1.369,30.907
-0.920,-0.277,0.202,-5.023,1.427,-0.874,30.919
-0.924,-0.279,0.198,-5.320,3.459,0.085,30.922
-0.934,-0.281,0.196,-4.872,5.404,1.010,30.920
-0.943,-0.281,0.196,-4.933,6.518,1.361,30.924
-0.952,-0.283,0.193,-5.169,6.954,1.173,30.929
-0.958,-0.282,0.187,-5.247,6.811,0.586,30.928
-0.962,-0.283,0.185,-5.130,5.868,-0.301,30.924
-0.963,-0.283,0.183,-4.912,4.172,-1.317,30.920
-0.961,-0.285,0.181,-4.646,2.575,-2.202,30.909
-0.956,-0.286,0.180,-4.095,1.668,-3.056,30.908
-0.953,-0.285,0.182,-3.655,1.873,-3.334,30.913
-0.950,-0.284,0.185,-3.474,2.279,-2.768,30.912
-0.949,-0.287,0.189,-3.720,2.969,-1.870,30.906
-0.951,-0.287,0.189,-4.351,3.387,-1.097,30.910
-0.952,-0.289,0.186,-4.981,3.239,-0.540,30.911
-0.953,-0.289,0.181,-5.560,3.177,-0.191,30.920
-0.956,-0.291,0.176,-5.449,2.868,-0.144,30.932
-0.959,-0.292,0.173,-4.690,1.861,-0.455,30.933
-0.960,-0.293,0.166,-4.029,-0.021,-1.315,30.923
-0.958,-0.293,0.161,-3.002,-2.103,-2.505,30.932
-0.955,-0.293,0.164,-1.962,-3.089,-3.348,30.930
-0.951,-0.292,0.171,-1.613,-3.385,-3.900,30.936
-0.947,-0.293,0.178,-1.790,-3.070,-4.086,30.932
-0.944,-0.292,0.181,-2.315,-2.531,-4.049,30.922
-0.942,-0.292,0.183,-3.004,-2.223,-4.052,30.926
-0.938,-0.291,0.186,-3.615,-2.209,-4.104,30.933
-0.934,-0.290,0.186,-4.208,-1.642,-4.055,30.934
-0.933,-0.293,0.188,-4.820,-0.594,-4.270,30.937
-0.931,-0.294,0.188,-5.229,0.776,-4.890,30.931
-0.932,-0.294,0.192,-5.598,2.387,-5.427,30.929
-0.933,-0.294,0.196,-6.053,3.733,-5.887,30.917
-0.936,-0.295,0.199,-6.861,4.071,-6.537,30.930
-0.939,-0.294,0.194,-7.741,3.244,-7.403,30.940
-0.944,-0.295,0.189,-7.657,0.964,-8.167,30.935
-0.947,-0.296,0.185,-6.666,-2.434,-8.740,30.940
-0.948,-0.296,0.182,-5.584,-5.795,-8.982,30.931
-0.946,-0.298,0.186,-4.111,-8.369,-8.534,30.943
-0.942,-0.299,0.194,-3.519,-8.891,-7.718,30.937
-0.938,-0.301,0.201,-4.231,-7.119,-6.628,30.937
-0.937,-0.301,0.200,-5.120,-4.068,-5.452,30.930
-0.941,-0.305,0.194,-5.214,-1.727,-4.612,30.920
-0.944,-0.307,0.189,-4.620,-1.551,-4.669,30.930
-0.942,-0.309,0.187,-4.228,-3.625,-5.372,30.924
-0.938,-0.310,0.183,-3.992,-6.719,-6.227,30.926
-0.933,-0.314,0.185,-3.147,-11.070,-7.258,30.944
-0.923,-0.314,0.189,-2.261,-13.802,-7.898,30.958
-0.917,-0.314,0.193,-1.947,-14.096,-7.755,30.943
-0.915,-0.314,0.198,-2.251,-12.763,-6.817,30.942
-0.917,-0.315,0.200,-3.108,-10.110,-5.460,30.964
-0.924,-0.318,0.197,-3.919,-7.296,-4.003,30.959
-0.934,-0.322,0.195,-3.668,-5.266,-3.224,30.952
-0.941,-0.322,0.197,-3.060,-3.763,-3.135,30.954
-0.948,-0.323,0.199,-2.517,-2.540,-3.378,30.950
-0.953,-0.324,0.200,-2.120,-2.924,-4.183,30.951
-0.956,-0.326,0.199,-1.831,-5.445,-5.675,30.947
-0.954,-0.329,0.200,-1.232,-10.198,-7.859,30.945
-0.945,-0.327,0.200,-0.886,-14.809,-9.944,30.939
-0.934,-0.328,0.201,-0.737,-18.385,-11.244,30.951
-0.926,-0.328,0.201,-0.518,-20.602,-11.601,30.947
-0.920,-0.325,0.200,-0.648,-21.253,-11.136,30.949
-0.918,-0.326,0.202,-0.440,-20.150,-10.112,30.940
-0.920,-0.326,0.205,-0.017,-17.868,-9.015,30.943
-0.923,-0.329,0.212,0.766,-15.447,-8.318,30.936
-0.923,-0.331,0.219,1.517,-12.738,-8.121,30.952
-0.921,-0.335,0.224,1.649,-9.889,-8.251,30.946
-0.914,-0.336,0.229,1.558,-6.646,-8.219,30.954
-0.910,-0.335,0.230,0.996,-3.473,-7.679,30.958
-0.911,-0.335,0.225,0.312,-2.299,-6.924,30.941
-0.914,-0.338,0.221,0.662,-3.866,-6.273,30.950
-0.911,-0.339,0.224,1.313,-6.445,-5.979,30.958
-0.905,-0.341,0.230,1.565,-7.704,-5.611,30.955
-0.902,-0.342,0.234,1.922,-7.843,-4.975,30.953
-0.899,-0.342,0.238,2.086,-7.146,-4.197,30.955
-0.901,-0.343,0.241,1.988,-5.844,-3.552,30.952
-0.905,-0.344,0.243,1.961,-4.707,-3.237,30.956
-0.906,-0.346,0.246,1.848,-3.821,-3.168,30.962
-0.905,-0.348,0.251,1.531,-2.495,-3.105,30.967
-0.906,-0.349,0.253,1.118,-1.562,-3.142,30.968
-0.906,-0.349,0.249,0.648,-1.420,-3.288,30.970
-0.907,-0.349,0.244,0.264,-2.565,-3.607,30.966
-0.907,-0.351,0.240,0.450,-4.714,-4.079,30.951
-0.912,-0.353,0.237,0.788,-9.829,-4.995,30.951
-0.908,-0.352,0.237,1.102,-16.402,-6.109,30.946
-0.899,-0.350,0.237,1.514,-21.737,-6.612,30.956
-0.891,-0.350,0.242,2.231,-25.337,-5.905,30.949
-0.887,-0.351,0.252,2.528,-26.602,-4.612,30.948
-0.889,-0.351,0.261,2.282,-25.799,-3.265,30.947
-0.893,-0.354,0.264,1.910,-22.914,-2.086,30.959
-0.894,-0.356,0.262,2.329,-18.201,-1.568,30.951
-0.893,-0.355,0.268,2.987,-11.647,-1.275,30.948
-0.896,-0.354,0.275,2.275,-4.819,-0.541,30.953
-0.907,-0.356,0.274,1.691,-0.691,-0.161,30.953
-0.920,-0.357,0.274,1.783,-1.075,-0.819,30.957
-0.927,-0.357,0.277,2.383,-4.535,-2.183,30.952
-0.922,-0.356,0.277,3.196,-10.882,-4.004,30.948
-0.913,-0.354,0.278,3.763,-16.330,-5.228,30.952
-0.902,-0.352,0.281,4.078,-19.244,-5.555,30.966
-0.896,-0.349,0.287,4.135,-19.746,-4.998,30.959
-0.894,-0.349,0.296,3.746,-18.443,-3.997,30.951
-0.897,-0.352,0.307,3.294,-15.294,-3.123,30.942
-0.903,-0.355,0.310,3.513,-11.322,-3.030,30.947
-0.908,-0.353,0.309,4.131,-7.964,-3.768,30.943
-0.913,-0.350,0.304,4.690,-6.214,-4.597,30.953
-0.913,-0.351,0.302,5.594,-7.470,-5.788,30.955
-0.902,-0.350,0.305,6.390,-8.930,-6.932,30.962
-0.891,-0.349,0.307,6.701,-10.392,-7.684,30.972
-0.879,-0.349,0.309,7.060,-11.783,-7.927,30.973
-0.870,-0.353,0.311,7.742,-12.849,-7.957,30.958
-0.868,-0.354,0.310,8.787,-15.301,-7.823,30.951
-0.865,-0.355,0.313,10.251,-19.876,-7.584,30.952
-0.859,-0.357,0.320,11.573,-23.976,-7.139,30.960
-0.855,-0.357,0.327,12.524,-25.948,-6.465,30.954
-0.852,-0.356,0.335,12.450,-25.930,-5.444,30.966
-0.852,-0.358,0.345,11.418,-22.654,-4.308,30.964
-0.855,-0.360,0.352,10.189,-16.922,-3.578,30.948
-0.859,-0.360,0.359,9.172,-10.256,-3.142,30.941
-0.860,-0.361,0.364,7.944,-3.326,-2.429,30.946
-0.863,-0.363,0.362,6.473,2.609,-1.596,30.977
-0.865,-0.365,0.356,5.691,6.602,-0.774,30.981
-0.867,-0.367,0.352,5.417,8.821,0.160,30.984
-0.868,-0.370,0.352,5.131,9.563,1.212,30.980
-0.872,-0.373,0.347,4.971,9.134,2.065,30.985
-0.875,-0.374,0.341,4.995,7.350,2.518,30.961
-0.876,-0.374,0.339,5.078,5.677,2.870,30.969
-0.878,-0.372,0.339,5.080,4.536,3.252,30.957
-0.880,-0.371,0.340,4.611,4.528,3.862,30.962
-0.884,-0.370,0.340,4.001,5.446,4.507,30.954
-0.889,-0.370,0.341,3.363,6.985,4.968,30.958
-0.894,-0.368,0.338,2.683,8.613,5.203,30.964
-0.897,-0.367,0.337,2.073,10.063,5.139,30.958
-0.900,-0.366,0.337,1.715,11.467,4.854,30.945
-0.903,-0.363,0.337,1.240,11.562,4.255,30.959
-0.903,-0.361,0.334,0.457,11.000,3.703,30.959
-0.904,-0.360,0.330,0.114,9.509,3.079,30.971
-0.903,-0.357,0.325,-0.044,6.869,2.359,30.963
-0.903,-0.356,0.317,0.501,2.846,1.746,30.972
-0.900,-0.356,0.316,1.662,-2.083,1.172,30.979
-0.892,-0.355,0.318,2.143,-5.494,0.936,30.982
-0.884,-0.354,0.320,1.993,-6.696,1.244,30.989
-0.880,-0.354,0.324,1.640,-5.709,1.880,30.980
-0.880,-0.353,0.328,0.871,-2.889,2.521,30.979
-0.883,-0.353,0.331,-0.259,0.669,2.982,30.982
-0.888,-0.355,0.332,-1.019,4.067,3.133,30.969
-0.897,-0.356,0.326,-1.230,5.852,2.663,30.971
-0.904,-0.357,0.322,-0.846,4.763,1.677,30.968
-0.904,-0.356,0.322,0.049,2.797,0.716,30.969
-0.903,-0.355,0.321,0.647,0.606,-0.051,30.980
-0.899,-0.354,0.324,0.955,-1.458,-0.515,30.995
-0.894,-0.353,0.329,0.880,-2.177,-0.539,31.002
-0.892,-0.352,0.333,0.378,-1.660,-0.229,31.005
-0.894,-0.352,0.334,-0.335,-1.340,-0.103,31.002
-0.896,-0.351,0.334,-0.881,-1.681,-0.402,31.017
-0.894,-0.349,0.332,-1.283,-2.070,-0.977,31.023
-0.889,-0.349,0.333,-1.134,-1.766,-1.275,31.029
-0.885,-0.348,0.337,-1.041,-1.038,-1.376,31.037
-0.881,-0.346,0.337,-1.296,-0.653,-1.249,31.038
-0.880,-0.346,0.333,-1.159,-1.906,-1.040,31.028
-0.878,-0.345,0.332,-0.747,-4.555,-0.807,31.029
-0.873,-0.345,0.333,-0.347,-6.848,-0.304,31.030
-0.872,-0.345,0.333,-0.172,-8.735,0.204,31.024
-0.870,-0.343,0.335,-0.083,-10.135,0.618,31.028
-0.870,-0.343,0.335,0.266,-10.582,1.059,31.037
-0.873,-0.344,0.334,0.879,-12.013,1.123,31.041
-0.871,-0.344,0.338,1.449,-13.769,0.731,31.041
-0.866,-0.343,0.341,1.907,-14.392,0.197,31.058
-0.865,-0.345,0.341,2.499,-15.050,-0.482,31.057
-0.865,-0.347,0.342,3.275,-16.780,-1.251,31.053
-0.861,-0.348,0.347,4.350,-18.829,-2.014,31.061
-0.854,-0.346,0.353,4.922,-19.385,-2.301,31.063
-0.851,-0.345,0.359,4.864,-18.295,-1.913,31.040
-0.852,-0.343,0.364,4.400,-16.000,-1.198,31.022
-0.855,-0.342,0.367,3.426,-12.900,-0.364,31.016
-0.867,-0.343,0.367,2.688,-10.679,0.632,31.008
-0.875,-0.345,0.368,2.470,-9.895,1.306,31.020
-0.883,-0.346,0.368,2.639,-9.780,1.063,31.025
-0.888,-0.347,0.368,3.376,-11.442,-0.069,31.038
-0.886,-0.346,0.371,4.318,-14.112,-1.888,31.032
-0.877,-0.346,0.377,4.945,-15.748,-3.622,31.028
-0.869,-0.346,0.381,5.258,-16.319,-4.942,31.027
-0.860,-0.345,0.388,5.325,-16.041,-5.901,31.034
-0.854,-0.345,0.398,4.475,-13.954,-5.823,31.037
-0.853,-0.344,0.403,3.299,-10.969,-5.134,31.038
-0.858,-0.342,0.404,2.455,-8.658,-4.347,31.042
-0.864,-0.339,0.406,1.761,-7.253,-3.310,31.037
-0.865,-0.340,0.404,0.943,-5.768,-2.013,31.040
-0.869,-0.343,0.400,0.501,-5.372,-0.685,31.055
-0.872,-0.344,0.396,0.326,-6.216,0.001,31.051
