picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
sensorTask started...
ICM-42670P initialized successfully!
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,tmp
0.084,-0.338,0.966,-6.741,1.954,0.165,28.479
0.066,-0.337,0.969,-7.277,3.580,-0.353,28.486
0.051,-0.339,0.973,-8.431,2.086,-1.967,28.496
0.044,-0.337,0.968,-9.892,-1.611,-4.704,28.503
0.045,-0.339,0.947,-10.816,-5.678,-7.257,28.502
0.055,-0.340,0.923,-11.704,-6.907,-7.817,28.500
0.059,-0.344,0.897,-13.186,-4.146,-7.115,28.509
0.058,-0.353,0.877,-14.634,0.448,-6.267,28.517
0.051,-0.366,0.868,-15.685,5.992,-6.231,28.513
0.032,-0.384,0.862,-15.779,11.380,-8.162,28.513
0.016,-0.398,0.860,-15.224,15.378,-12.457,28.526
0.012,-0.407,0.863,-14.895,18.702,-18.030,28.533
0.020,-0.413,0.873,-14.694,20.648,-21.828,28.548
0.035,-0.412,0.891,-12.895,19.192,-24.386,28.550
0.054,-0.406,0.914,-9.743,15.345,-25.309,28.547
0.073,-0.398,0.942,-6.174,9.711,-25.840,28.561
0.081,-0.390,0.968,-2.924,3.428,-26.174,28.551
0.079,-0.386,0.987,-0.544,-1.643,-25.272,28.562
0.082,-0.389,0.999,0.950,-3.743,-23.610,28.570
0.079,-0.392,1.007,1.843,-4.304,-23.437,28.560
0.074,-0.393,1.007,2.187,-5.491,-24.017,28.551
0.080,-0.391,1.002,2.087,-6.802,-24.081,28.558
0.085,-0.394,0.986,1.569,-6.838,-23.878,28.561
0.095,-0.393,0.964,-0.174,-4.682,-23.450,28.573
0.103,-0.391,0.941,-3.554,0.676,-21.950,28.565
0.106,-0.392,0.924,-7.582,7.434,-19.795,28.576
0.103,-0.396,0.910,-11.091,13.030,-17.472,28.567
0.096,-0.398,0.893,-13.616,17.402,-14.921,28.568
0.086,-0.404,0.879,-15.159,21.632,-12.217,28.578
0.071,-0.418,0.871,-14.880,25.380,-10.335,28.588
0.053,-0.431,0.870,-12.614,25.795,-9.942,28.593
0.039,-0.439,0.875,-8.747,22.743,-10.632,28.595
0.030,-0.443,0.885,-4.015,18.050,-11.745,28.595
0.025,-0.445,0.903,0.688,13.839,-12.721,28.597
0.023,-0.446,0.926,4.840,10.226,-13.865,28.586
0.025,-0.440,0.948,8.161,7.025,-15.082,28.590
0.030,-0.427,0.966,10.178,4.822,-15.735,28.591
0.036,-0.415,0.979,10.645,4.376,-15.187,28.603
0.039,-0.408,0.989,9.819,5.671,-14.165,28.599
0.040,-0.401,0.992,8.158,7.292,-13.303,28.594
0.041,-0.397,0.989,6.222,8.595,-12.985,28.588
0.042,-0.393,0.978,4.304,9.396,-13.002,28.587
0.044,-0.389,0.965,2.598,9.818,-12.904,28.601
0.049,-0.387,0.953,1.258,9.963,-12.213,28.591
0.054,-0.386,0.941,0.329,9.896,-10.923,28.586
0.056,-0.389,0.929,-0.364,10.212,-9.433,28.594
0.055,-0.394,0.918,-0.357,10.857,-8.170,28.584
0.054,-0.399,0.912,0.526,11.739,-7.211,28.584
0.049,-0.401,0.910,1.971,12.224,-6.641,28.583
0.040,-0.404,0.911,3.646,12.091,-6.611,28.593
0.032,-0.403,0.916,5.406,10.752,-7.019,28.590
0.030,-0.402,0.924,6.906,9.617,-7.574,28.593
0.035,-0.401,0.936,7.855,9.037,-7.737,28.593
0.041,-0.399,0.949,8.006,9.549,-7.219,28.589
0.042,-0.398,0.960,7.371,10.601,-6.403,28.596
0.039,-0.397,0.969,6.314,11.237,-5.268,28.599
0.037,-0.396,0.975,5.136,11.748,-4.058,28.600
0.032,-0.397,0.977,4.200,11.994,-3.242,28.595
0.030,-0.397,0.978,3.467,11.694,-2.928,28.583
0.027,-0.396,0.977,2.871,11.446,-2.703,28.581
0.024,-0.396,0.976,2.615,11.531,-2.630,28.581
0.020,-0.398,0.974,2.618,11.305,-3.183,28.586
0.017,-0.399,0.971,2.582,10.849,-4.372,28.578
0.018,-0.397,0.967,2.482,10.343,-5.874,28.578
0.021,-0.396,0.964,2.297,10.082,-7.200,28.592
0.026,-0.393,0.962,1.902,10.183,-8.110,28.598
0.029,-0.389,0.961,1.270,10.137,-8.475,28.613
0.032,-0.385,0.961,0.746,9.699,-8.112,28.600
0.034,-0.381,0.964,0.487,8.690,-6.996,28.600
0.036,-0.376,0.966,0.453,7.132,-5.392,28.603
0.038,-0.374,0.969,0.592,5.555,-3.643,28.602
0.039,-0.370,0.970,0.761,3.640,-2.122,28.590
0.038,-0.364,0.971,0.670,2.203,-0.492,28.595
0.035,-0.363,0.968,0.411,1.335,1.234,28.605
0.032,-0.364,0.964,0.098,1.021,2.509,28.602
0.028,-0.366,0.959,-0.163,1.372,3.027,28.617
0.023,-0.370,0.955,-0.531,2.125,2.828,28.619
0.020,-0.372,0.953,-1.051,2.624,2.254,28.623
0.019,-0.373,0.949,-1.792,2.911,1.729,28.614
0.019,-0.375,0.942,-2.512,3.091,1.533,28.605
0.017,-0.377,0.936,-2.819,2.971,1.532,28.600
0.015,-0.380,0.932,-2.668,2.587,1.542,28.606
0.012,-0.384,0.931,-2.474,1.868,1.412,28.603
0.011,-0.387,0.932,-2.283,0.962,1.353,28.614
0.009,-0.389,0.932,-1.697,0.622,1.614,28.613
0.006,-0.391,0.934,-1.219,0.589,1.920,28.616
0.002,-0.392,0.936,-0.724,0.655,2.131,28.612
-0.003,-0.392,0.939,-0.035,0.117,2.156,28.610
-0.003,-0.391,0.942,0.443,-0.763,2.185,28.606
-0.002,-0.393,0.943,0.527,-0.660,2.173,28.609
-0.002,-0.393,0.946,0.498,-0.201,2.176,28.611
-0.002,-0.391,0.950,0.149,0.628,2.273,28.610
-0.002,-0.390,0.953,-0.255,1.330,2.354,28.612
-0.001,-0.389,0.956,-0.665,1.558,2.265,28.613
0.001,-0.386,0.956,-1.071,1.501,2.180,28.612
0.004,-0.384,0.955,-1.357,1.450,2.272,28.617
0.004,-0.383,0.953,-1.582,1.591,2.529,28.633
0.001,-0.381,0.951,-1.759,1.667,2.771,28.627
-0.003,-0.383,0.947,-1.869,1.636,2.826,28.644
-0.005,-0.384,0.943,-1.971,1.700,2.501,28.647
-0.007,-0.384,0.940,-1.905,1.767,1.906,28.638
-0.008,-0.384,0.939,-1.673,1.520,1.407,28.635
-0.008,-0.383,0.939,-1.366,0.495,1.158,28.640
-0.002,-0.383,0.943,-1.257,-0.350,1.193,28.626
0.003,-0.383,0.948,-1.309,-0.659,1.338,28.632
0.006,-0.382,0.950,-1.528,-0.601,1.786,28.636
0.007,-0.382,0.950,-1.787,-0.119,2.458,28.629
0.004,-0.383,0.949,-1.806,0.384,3.053,28.628
-0.001,-0.384,0.946,-1.561,0.590,3.259,28.626
-0.006,-0.385,0.944,-1.293,0.534,3.013,28.621
-0.009,-0.385,0.941,-1.198,0.473,2.443,28.611
-0.009,-0.386,0.938,-1.082,0.828,1.798,28.610
-0.009,-0.386,0.937,-0.766,1.132,1.074,28.608
-0.008,-0.385,0.935,-0.353,1.029,0.416,28.618
-0.006,-0.383,0.933,0.075,0.752,0.083,28.622
-0.003,-0.382,0.932,0.480,0.442,-0.010,28.613
-0.000,-0.381,0.931,0.921,0.297,0.126,28.616
0.002,-0.379,0.934,1.294,0.139,0.533,28.606
0.004,-0.379,0.937,1.581,0.135,1.129,28.611
0.004,-0.380,0.941,1.842,0.330,1.740,28.617
0.004,-0.380,0.945,1.893,0.591,2.293,28.625
0.003,-0.380,0.948,1.794,0.913,2.896,28.623
0.002,-0.381,0.948,1.552,1.303,3.523,28.623
0.001,-0.383,0.947,1.206,2.076,4.138,28.616
-0.001,-0.385,0.946,0.820,3.019,4.711,28.624
-0.004,-0.388,0.944,0.627,3.428,5.002,28.616
-0.008,-0.391,0.943,0.718,3.197,4.901,28.617
-0.013,-0.392,0.945,1.065,2.581,4.546,28.621
-0.014,-0.394,0.946,1.417,1.814,4.016,28.624
-0.013,-0.394,0.947,1.452,1.360,3.546,28.634
-0.011,-0.394,0.948,1.139,1.570,3.328,28.620
-0.011,-0.394,0.948,0.686,2.055,3.126,28.617
-0.012,-0.394,0.946,0.259,2.461,2.776,28.619
-0.013,-0.394,0.945,-0.165,2.659,2.387,28.623
-0.015,-0.393,0.945,-0.433,2.849,2.122,28.617
-0.015,-0.392,0.945,-0.511,2.935,1.966,28.617
-0.014,-0.390,0.946,-0.223,2.689,1.906,28.627
-0.013,-0.390,0.947,0.294,2.197,1.780,28.634
-0.012,-0.389,0.949,0.851,1.277,1.435,28.634
-0.010,-0.387,0.950,1.260,0.488,1.213,28.622
-0.008,-0.385,0.951,1.430,0.107,1.124,28.627
-0.005,-0.384,0.953,1.317,0.164,1.137,28.618
-0.002,-0.382,0.955,0.861,0.547,1.372,28.616
-0.001,-0.381,0.957,0.207,1.120,1.731,28.616
-0.001,-0.380,0.957,-0.287,1.466,2.142,28.628
-0.003,-0.382,0.955,-0.758,1.867,2.599,28.631
-0.005,-0.383,0.955,-0.893,1.805,2.827,28.636
-0.006,-0.384,0.955,-0.879,1.277,2.948,28.643
-0.007,-0.384,0.953,-0.869,0.775,3.311,28.638
-0.008,-0.386,0.953,-0.893,0.390,3.555,28.653
-0.010,-0.387,0.952,-0.994,0.209,3.747,28.652
-0.013,-0.388,0.950,-1.035,0.027,3.715,28.647
-0.020,-0.388,0.950,-0.822,-0.923,3.233,28.632
-0.020,-0.387,0.944,-0.777,-1.635,2.753,28.624
-0.021,-0.389,0.943,-1.087,-1.440,2.400,28.632
-0.021,-0.389,0.943,-1.147,-1.477,1.850,28.630
-0.020,-0.386,0.943,-1.120,-1.871,1.662,28.637
-0.017,-0.387,0.945,-1.317,-1.724,1.880,28.634
-0.015,-0.387,0.946,-1.209,-1.613,1.971,28.634
-0.014,-0.384,0.947,-1.124,-2.195,1.891,28.643
-0.012,-0.381,0.946,-1.141,-2.890,1.979,28.646
-0.011,-0.380,0.946,-1.245,-3.538,2.164,28.645
-0.011,-0.380,0.945,-1.319,-4.402,2.195,28.654
-0.010,-0.381,0.943,-1.436,-5.225,2.101,28.652
-0.009,-0.381,0.941,-1.787,-5.644,2.060,28.644
-0.008,-0.381,0.937,-2.188,-5.527,2.129,28.647
-0.009,-0.383,0.936,-2.248,-5.172,2.246,28.641
-0.010,-0.383,0.933,-2.247,-4.890,2.264,28.643
-0.010,-0.385,0.931,-2.059,-4.458,2.103,28.639
-0.010,-0.386,0.928,-1.586,-3.893,1.669,28.643
-0.010,-0.386,0.926,-1.010,-3.641,1.110,28.638
-0.007,-0.385,0.927,-0.338,-3.800,0.630,28.643
-0.004,-0.384,0.930,0.506,-4.040,0.404,28.635
-0.003,-0.383,0.932,1.387,-4.309,0.219,28.634
-0.001,-0.382,0.935,1.968,-4.480,-0.191,28.632
-0.000,-0.381,0.937,2.464,-4.295,-0.475,28.628
-0.001,-0.380,0.938,2.516,-3.595,-0.478,28.631
-0.000,-0.381,0.940,2.296,-2.448,-0.511,28.636
-0.000,-0.380,0.942,2.294,-1.645,-0.761,28.637
0.003,-0.378,0.943,2.282,-1.532,-0.884,28.648
0.008,-0.374,0.943,2.360,-1.317,-0.575,28.648
0.012,-0.372,0.944,2.652,-0.953,0.065,28.654
0.014,-0.370,0.944,2.909,-0.406,0.965,28.649
0.013,-0.370,0.947,3.078,0.616,1.949,28.641
0.010,-0.370,0.950,3.385,1.340,2.416,28.658
0.008,-0.369,0.954,3.695,1.363,2.564,28.646
0.006,-0.370,0.958,3.878,1.851,2.698,28.645
0.004,-0.371,0.965,3.970,2.354,2.580,28.638
0.003,-0.370,0.970,3.970,2.303,2.321,28.639
0.003,-0.370,0.973,3.806,1.854,2.141,28.641
0.003,-0.369,0.973,3.541,1.627,2.137,28.657
0.002,-0.371,0.973,3.087,2.254,2.450,28.655
-0.003,-0.375,0.974,2.674,3.092,2.513,28.647
-0.009,-0.377,0.971,2.460,2.956,2.003,28.640
-0.010,-0.378,0.966,2.158,2.687,1.342,28.648
-0.010,-0.378,0.959,1.973,2.771,0.797,28.648
-0.010,-0.379,0.956,1.663,3.906,0.697,28.654
-0.009,-0.380,0.956,1.492,4.701,0.416,28.656
-0.011,-0.379,0.955,1.539,4.327,0.090,28.658
-0.011,-0.378,0.951,1.486,3.719,-0.012,28.662
-0.012,-0.378,0.945,1.462,3.968,0.281,28.660
-0.012,-0.381,0.945,1.344,5.358,0.680,28.644
-0.015,-0.381,0.951,1.463,5.560,0.567,28.633
-0.017,-0.378,0.952,1.601,4.567,0.666,28.631
-0.016,-0.379,0.951,1.639,4.105,0.969,28.635
-0.019,-0.380,0.951,1.756,4.205,0.956,28.637
-0.023,-0.379,0.952,1.741,4.142,0.854,28.630
-0.026,-0.380,0.953,1.466,4.347,0.675,28.633
-0.027,-0.380,0.956,1.187,4.390,0.182,28.635
-0.027,-0.377,0.957,0.894,3.987,-0.306,28.638
-0.024,-0.375,0.958,0.514,3.536,-0.455,28.645
-0.021,-0.372,0.959,0.130,3.209,-0.330,28.659
-0.019,-0.369,0.959,-0.238,2.869,-0.060,28.657
-0.017,-0.368,0.959,-0.580,2.476,0.252,28.660
-0.017,-0.367,0.958,-0.786,2.071,0.609,28.669
-0.017,-0.368,0.957,-0.837,1.828,0.911,28.666
-0.017,-0.368,0.957,-0.697,1.272,0.992,28.665
-0.016,-0.367,0.957,-0.339,0.423,0.779,28.675
-0.014,-0.366,0.957,0.139,-0.156,0.408,28.662
-0.014,-0.366,0.956,0.673,-0.388,-0.083,28.661
-0.014,-0.365,0.956,1.146,-0.589,-0.654,28.671
-0.012,-0.363,0.955,1.390,-0.941,-1.025,28.660
-0.009,-0.363,0.952,1.439,-1.004,-1.020,28.663
-0.008,-0.364,0.950,1.381,-0.596,-0.658,28.653
-0.009,-0.366,0.950,1.265,-0.012,-0.238,28.672
-0.011,-0.367,0.952,1.097,0.258,0.157,28.668
-0.011,-0.368,0.952,0.903,0.312,0.439,28.665
-0.011,-0.369,0.953,0.620,0.509,0.684,28.657
-0.013,-0.370,0.952,0.522,0.786,0.834,28.653
-0.017,-0.371,0.951,0.663,0.903,0.679,28.654
-0.020,-0.372,0.952,0.936,0.841,0.211,28.654
-0.021,-0.372,0.954,1.381,0.238,-0.498,28.659
-0.020,-0.370,0.956,1.777,-0.677,-1.068,28.666
-0.016,-0.369,0.956,1.928,-1.145,-1.217,28.669
-0.015,-0.368,0.958,1.957,-0.847,-1.008,28.656
-0.016,-0.368,0.961,1.819,-0.227,-0.668,28.668
-0.019,-0.369,0.963,1.528,0.188,-0.414,28.677
-0.020,-0.368,0.963,1.295,0.084,-0.364,28.689
-0.019,-0.367,0.962,0.952,-0.105,-0.292,28.687
-0.017,-0.365,0.962,0.493,0.101,-0.032,28.677
-0.015,-0.364,0.961,-0.008,0.396,0.274,28.678
-0.014,-0.363,0.960,-0.441,0.786,0.599,28.674
-0.014,-0.364,0.959,-0.667,0.979,0.853,28.680
-0.015,-0.364,0.958,-0.611,0.764,1.010,28.678
-0.015,-0.365,0.957,-0.332,0.260,1.090,28.682
-0.015,-0.365,0.956,0.033,-0.331,1.081,28.691
-0.016,-0.365,0.955,0.422,-0.665,1.036,28.700
-0.017,-0.365,0.954,0.805,-0.884,0.876,28.695
-0.018,-0.364,0.954,0.993,-0.865,0.749,28.693
-0.018,-0.364,0.954,0.974,-0.500,0.726,28.684
-0.018,-0.364,0.954,0.772,0.007,0.701,28.691
-0.017,-0.364,0.953,0.476,0.387,0.632,28.694
-0.016,-0.365,0.952,0.109,0.855,0.829,28.688
-0.015,-0.366,0.951,-0.040,1.202,1.069,28.688
-0.018,-0.365,0.950,0.233,0.772,1.191,28.692
-0.018,-0.364,0.948,0.686,-0.070,1.179,28.683
-0.018,-0.364,0.947,1.175,-0.663,1.148,28.676
-0.016,-0.363,0.948,1.626,-0.780,1.082,28.681
-0.015,-0.362,0.949,1.864,-0.417,1.136,28.679
-0.014,-0.361,0.952,2.005,-0.026,1.115,28.700
-0.014,-0.359,0.952,2.217,-0.348,1.001,28.691
-0.012,-0.358,0.952,2.266,-0.845,0.892,28.685
-0.011,-0.357,0.951,2.326,-0.996,0.806,28.685
-0.011,-0.357,0.951,2.317,-0.858,0.837,28.686
-0.011,-0.356,0.952,2.268,-0.655,0.930,28.688
-0.011,-0.356,0.952,2.167,-0.541,1.060,28.686
-0.011,-0.356,0.951,2.045,-0.364,1.257,28.690
-0.012,-0.356,0.950,1.946,-0.059,1.519,28.690
-0.014,-0.356,0.949,1.864,0.147,1.799,28.701
-0.016,-0.359,0.950,1.791,0.705,2.048,28.692
-0.019,-0.359,0.954,2.015,0.907,1.895,28.687
-0.020,-0.358,0.956,2.290,0.337,1.601,28.689
-0.019,-0.358,0.958,2.443,-0.221,1.342,28.683
-0.017,-0.358,0.959,2.557,-0.208,1.067,28.676
-0.016,-0.357,0.960,2.586,0.043,0.850,28.681
-0.014,-0.357,0.962,2.352,0.135,0.702,28.679
-0.013,-0.355,0.963,2.298,-0.269,0.630,28.683
-0.012,-0.354,0.963,2.311,-0.683,0.743,28.674
-0.011,-0.352,0.964,2.264,-0.951,1.000,28.672
-0.011,-0.351,0.965,2.229,-0.946,1.403,28.676
-0.012,-0.353,0.968,2.202,-0.729,1.781,28.671
-0.014,-0.352,0.969,2.235,-0.817,1.958,28.677
-0.015,-0.353,0.969,2.157,-1.063,1.995,28.691
-0.017,-0.353,0.968,2.149,-1.362,1.932,28.686
-0.018,-0.353,0.966,2.127,-1.594,1.838,28.677
-0.019,-0.353,0.965,2.000,-1.585,1.741,28.682
-0.021,-0.354,0.963,1.820,-1.433,1.665,28.675
-0.024,-0.356,0.962,1.694,-1.105,1.592,28.680
-0.026,-0.357,0.963,1.640,-0.982,1.270,28.694
-0.027,-0.355,0.961,1.597,-1.259,0.918,28.698
-0.025,-0.355,0.959,1.377,-1.292,0.647,28.690
-0.025,-0.354,0.959,1.220,-1.079,0.390,28.693
-0.022,-0.352,0.959,1.155,-0.825,0.308,28.690
-0.020,-0.351,0.959,1.015,-0.435,0.383,28.687
-0.018,-0.351,0.960,1.040,-0.151,0.387,28.685
-0.017,-0.351,0.963,1.265,-0.186,0.198,28.694
-0.014,-0.350,0.966,1.513,-0.597,0.034,28.696
-0.010,-0.348,0.967,1.555,-0.925,0.018,28.700
-0.007,-0.346,0.968,1.464,-0.950,0.178,28.697
-0.006,-0.345,0.968,1.258,-0.731,0.400,28.694
-0.007,-0.344,0.968,0.955,-0.663,0.533,28.689
-0.006,-0.344,0.967,0.659,-0.596,0.480,28.690
-0.005,-0.343,0.967,0.376,-0.466,0.482,28.688
-0.005,-0.343,0.966,0.099,-0.380,0.663,28.682
-0.004,-0.343,0.965,-0.090,-0.350,0.883,28.691
-0.005,-0.344,0.964,-0.132,-0.453,1.155,28.684
-0.006,-0.345,0.962,-0.099,-0.649,1.415,28.673
-0.008,-0.347,0.962,0.025,-0.804,1.485,28.675
-0.009,-0.348,0.964,0.232,-1.038,1.320,28.686
-0.009,-0.347,0.966,0.319,-1.252,1.211,28.692
-0.008,-0.347,0.967,0.186,-1.191,1.237,28.691
-0.008,-0.347,0.968,0.006,-1.023,1.340,28.684
-0.009,-0.347,0.969,-0.225,-0.847,1.467,28.681
-0.010,-0.347,0.969,-0.508,-0.666,1.547,28.687
-0.011,-0.348,0.969,-0.717,-0.709,1.530,28.693
-0.011,-0.348,0.969,-0.797,-1.002,1.438,28.707
-0.010,-0.348,0.969,-0.842,-1.369,1.418,28.714
-0.010,-0.348,0.969,-0.811,-1.600,1.399,28.705
-0.010,-0.348,0.969,-0.757,-1.600,1.404,28.707
-0.010,-0.349,0.971,-0.827,-1.479,1.458,28.706
-0.011,-0.350,0.973,-1.059,-1.228,1.529,28.701
-0.011,-0.351,0.973,-1.390,-0.917,1.616,28.696
-0.012,-0.351,0.970,-1.794,-0.646,1.681,28.696
-0.015,-0.353,0.967,-2.186,-0.385,1.677,28.700
-0.019,-0.354,0.964,-2.425,-0.369,1.342,28.702
-0.022,-0.355,0.961,-2.407,-0.739,0.804,28.730
-0.023,-0.356,0.959,-2.286,-1.275,0.256,28.719
-0.023,-0.356,0.958,-2.134,-1.582,-0.198,28.721
-0.023,-0.356,0.960,-1.837,-1.912,-0.625,28.732
-0.021,-0.356,0.960,-1.760,-1.854,-0.881,28.715
-0.020,-0.355,0.961,-2.121,-1.081,-0.943,28.714
-0.019,-0.354,0.962,-2.324,-0.448,-1.043,28.713
-0.017,-0.354,0.961,-2.525,-0.019,-1.157,28.719
-0.016,-0.354,0.960,-2.764,0.451,-1.276,28.726
-0.015,-0.353,0.959,-2.718,0.594,-1.575,28.725
-0.014,-0.350,0.958,-2.462,0.194,-1.884,28.715
-0.010,-0.349,0.957,-2.255,-0.023,-1.974,28.706
-0.007,-0.347,0.958,-2.058,0.136,-1.721,28.715
-0.004,-0.347,0.958,-2.001,0.411,-1.352,28.728
-0.005,-0.347,0.958,-1.841,0.633,-1.105,28.724
-0.006,-0.348,0.960,-1.533,0.398,-1.005,28.719
-0.006,-0.348,0.961,-1.303,-0.018,-0.921,28.719
-0.005,-0.349,0.963,-1.114,-0.273,-0.729,28.721
-0.005,-0.350,0.964,-1.023,-0.373,-0.444,28.722
-0.005,-0.352,0.965,-1.072,-0.314,-0.173,28.725
-0.006,-0.354,0.965,-1.155,-0.224,-0.049,28.733
-0.008,-0.355,0.964,-1.279,-0.279,-0.041,28.718
-0.009,-0.355,0.963,-1.371,-0.465,-0.057,28.726
-0.009,-0.357,0.962,-1.429,-0.650,-0.085,28.730
-0.008,-0.358,0.962,-1.549,-0.621,-0.010,28.729
-0.009,-0.359,0.962,-1.696,-0.412,0.187,28.719
-0.010,-0.360,0.962,-1.864,-0.138,0.396,28.707
-0.014,-0.361,0.962,-1.951,-0.103,0.297,28.704
-0.016,-0.362,0.961,-1.914,-0.367,-0.041,28.706
-0.018,-0.362,0.959,-1.783,-0.871,-0.611,28.719
-0.017,-0.363,0.958,-1.627,-1.482,-1.321,28.707
-0.015,-0.362,0.958,-1.514,-1.821,-1.964,28.718
-0.011,-0.362,0.959,-1.472,-1.747,-2.316,28.720
-0.007,-0.360,0.960,-1.527,-1.585,-2.432,28.724
-0.004,-0.358,0.961,-1.707,-1.414,-2.320,28.722
-0.002,-0.357,0.961,-1.975,-1.126,-2.072,28.723
-0.001,-0.357,0.962,-2.309,-0.676,-1.695,28.714
-0.001,-0.356,0.962,-2.629,-0.324,-1.317,28.725
-0.001,-0.356,0.962,-2.953,-0.190,-0.984,28.728
-0.000,-0.356,0.960,-3.245,0.064,-0.627,28.735
-0.000,-0.356,0.958,-3.369,0.353,-0.211,28.737
-0.001,-0.357,0.956,-3.233,0.284,0.170,28.732
-0.004,-0.359,0.955,-2.772,-0.260,0.204,28.721
-0.008,-0.360,0.953,-2.224,-1.069,-0.042,28.715
-0.009,-0.361,0.953,-1.813,-1.378,-0.310,28.716
-0.011,-0.362,0.954,-1.615,-1.293,-0.591,28.713
-0.010,-0.363,0.956,-1.670,-1.069,-0.802,28.716
-0.009,-0.363,0.956,-1.897,-0.752,-0.903,28.713
-0.008,-0.363,0.955,-2.186,-0.415,-0.826,28.714
-0.007,-0.363,0.955,-2.350,-0.262,-0.650,28.702
-0.007,-0.364,0.955,-2.308,-0.452,-0.537,28.716
-0.006,-0.364,0.954,-2.242,-0.782,-0.487,28.718
-0.006,-0.365,0.952,-2.212,-0.949,-0.480,28.715
-0.007,-0.365,0.950,-2.205,-0.754,-0.509,28.720
-0.007,-0.365,0.949,-2.116,-0.565,-0.641,28.725
-0.007,-0.365,0.949,-1.968,-0.676,-0.920,28.728
-0.006,-0.365,0.949,-1.663,-1.030,-1.255,28.725
-0.003,-0.365,0.951,-1.263,-1.593,-1.639,28.735
0.000,-0.364,0.954,-0.993,-2.149,-1.836,28.739
0.004,-0.365,0.956,-0.916,-2.421,-1.694,28.730
0.006,-0.366,0.957,-1.096,-2.277,-1.404,28.733
0.005,-0.366,0.958,-1.452,-1.922,-1.095,28.731
0.005,-0.367,0.959,-1.890,-1.567,-0.928,28.724
0.004,-0.367,0.958,-2.318,-1.401,-0.856,28.721
0.005,-0.367,0.957,-2.708,-1.291,-0.738,28.713
0.006,-0.367,0.957,-2.951,-1.182,-0.553,28.720
0.006,-0.367,0.958,-3.076,-0.932,-0.285,28.729
0.005,-0.368,0.960,-3.047,-0.909,-0.088,28.733
0.003,-0.369,0.962,-2.881,-1.197,-0.013,28.741
-0.001,-0.370,0.964,-2.611,-1.665,-0.135,28.731
-0.004,-0.370,0.964,-2.317,-2.317,-0.407,28.730
-0.005,-0.370,0.965,-2.192,-2.677,-0.702,28.747
-0.005,-0.370,0.965,-2.289,-2.641,-0.882,28.736
-0.005,-0.370,0.962,-2.556,-2.512,-1.008,28.736
-0.004,-0.370,0.959,-2.852,-2.319,-1.138,28.725
-0.002,-0.370,0.955,-3.078,-1.968,-1.266,28.734
-0.001,-0.369,0.952,-3.328,-1.461,-1.220,28.734
-0.000,-0.369,0.951,-3.267,-0.962,-0.957,28.724
0.000,-0.370,0.950,-3.091,-0.763,-0.939,28.719
0.000,-0.370,0.950,-3.002,-0.802,-0.979,28.731
0.001,-0.369,0.951,-2.889,-0.700,-0.879,28.712
0.002,-0.370,0.951,-2.812,-0.659,-0.728,28.720
0.004,-0.370,0.951,-2.807,-0.735,-0.592,28.719
0.006,-0.370,0.949,-2.865,-0.707,-0.318,28.723
0.007,-0.372,0.947,-2.859,-0.645,0.013,28.718
0.008,-0.373,0.945,-2.720,-0.533,0.182,28.732
0.008,-0.373,0.946,-2.414,-0.595,0.167,28.742
0.008,-0.374,0.946,-2.078,-0.893,0.041,28.733
0.007,-0.375,0.947,-1.723,-1.414,-0.324,28.737
0.007,-0.375,0.949,-1.364,-1.831,-0.747,28.744
0.009,-0.375,0.952,-1.138,-2.015,-1.110,28.742
0.012,-0.375,0.954,-1.143,-1.965,-1.279,28.748
0.014,-0.374,0.956,-1.297,-1.764,-1.249,28.742
0.016,-0.373,0.956,-1.637,-1.407,-0.899,28.744
0.018,-0.372,0.954,-2.063,-0.876,-0.357,28.748
0.018,-0.372,0.951,-2.345,-0.378,0.179,28.746
0.015,-0.373,0.947,-2.415,-0.211,0.573,28.743
0.011,-0.374,0.945,-2.216,-0.368,0.697,28.733
0.009,-0.376,0.944,-1.780,-0.757,0.442,28.724
0.009,-0.376,0.942,-1.393,-1.209,0.118,28.723
0.010,-0.376,0.941,-1.128,-1.258,0.066,28.722
0.010,-0.377,0.941,-0.972,-0.978,0.179,28.731
0.009,-0.377,0.940,-0.790,-0.733,0.264,28.734
0.008,-0.377,0.941,-0.719,-0.611,0.263,28.738
0.007,-0.376,0.941,-0.726,-0.424,0.243,28.735
0.007,-0.376,0.942,-0.766,-0.249,0.213,28.735
0.008,-0.375,0.942,-0.765,-0.088,0.251,28.733
0.008,-0.375,0.943,-0.704,0.114,0.295,28.729
0.007,-0.375,0.943,-0.513,0.051,0.241,28.731
0.006,-0.375,0.944,-0.213,-0.321,0.039,28.728
0.006,-0.375,0.947,0.092,-0.706,-0.207,28.741
0.006,-0.375,0.948,0.218,-0.843,-0.354,28.749
0.008,-0.375,0.950,0.099,-0.666,-0.327,28.740
0.009,-0.374,0.952,-0.247,-0.133,-0.153,28.742
0.008,-0.374,0.952,-0.643,0.415,0.042,28.760
